Feature	Name	Rank	Ranking	Diff
PF09720.10	Unstab_antitox	5046	Enrichment	0.019091095388677363
PF17273.2	DUF5338	5047	Enrichment	0.03320618767966542
PF13156.6	Mrr_cat_2	5048	Enrichment	0.03938231894198513
PF09848.9	DUF2075	5049	Enrichment	0.08803732625031291
PF18158.1	AidB_N	5050	Enrichment	-0.06661050972613303
PF13732.6	DUF4162	5051	Enrichment	-0.049719271907150864
PF14716.6	HHH_8	5052	Enrichment	0.033320539514219816
PF02843.16	GARS_C	5053	Enrichment	0.028126022514857185
PF03179.15	V-ATPase_G	5054	Enrichment	0.004127988007775925
PF03562.17	MltA	5055	Enrichment	0.048965229116920805
PF03840.14	SecG	5056	Enrichment	0.038378060751393495
PF04781.12	DUF627	5057	Enrichment	-0.009987104283212131
PF06026.14	Rib_5-P_isom_A	5058	Enrichment	0.027366318742718554
PF06813.13	Nodulin-like	5059	Enrichment	0.004127988007775925
PF07510.11	DUF1524	5060	Enrichment	0.05405445185278279
PF07524.13	Bromo_TP	5061	Enrichment	0.004127988007775925
PF07607.11	DUF1570	5062	Enrichment	0.004127988007775925
PF08772.11	NOB1_Zn_bind	5063	Enrichment	0.004127988007775925
PF08891.11	YfcL	5064	Enrichment	-0.006729775292984119
PF09569.10	RE_ScaI	5065	Enrichment	0.004127988007775925
PF09918.9	DUF2148	5066	Enrichment	-0.02326437125172235
PF10393.9	Matrilin_ccoil	5067	Enrichment	0.004127988007775925
PF11142.8	DUF2917	5068	Enrichment	-0.023203232647109107
PF14296.6	O-ag_pol_Wzy	5069	Enrichment	-0.006729775292984119
PF16142.5	DUF4850	5070	Enrichment	0.004127988007775925
PF16252.5	DUF4908	5071	Enrichment	0.004127988007775925
PF18009.1	Fer4_23	5072	Enrichment	0.004127988007775925
PF18069.1	DR2241	5073	Enrichment	0.004127988007775925
PF18273.1	T3RM_EcoP15I_C	5074	Enrichment	0.004127988007775925
PF18491.1	SRA	5075	Enrichment	0.005170740875346311
PF14516.6	AAA_35	5076	Enrichment	0.02273563554145594
PF14246.6	TetR_C_7	5077	Enrichment	-0.10314988355360222
PF11197.8	DUF2835	5078	Enrichment	-0.009159468728169837
PF18046.1	FKBP26_C	5079	Enrichment	-0.009159468728169837
PF14417.6	MEDS	5080	Enrichment	-0.03074026396026444
PF18329.1	SGBP_B_XBD	5081	Enrichment	0.00304221167769992
PF02833.14	DHHA2	5082	Enrichment	0.02236880391377645
PF02589.15	LUD_dom	5083	Enrichment	-0.08260051922526068
PF04279.15	IspA	5084	Enrichment	0.034571616516027914
PF05119.12	Terminase_4	5085	Enrichment	0.024947947271350107
PF11823.8	DUF3343	5086	Enrichment	-0.00881528102812489
PF12950.7	TaqI_C	5087	Enrichment	0.03601063811720272
PF02576.17	DUF150	5088	Enrichment	0.03341790840304837
PF02739.16	5_3_exonuc_N	5089	Enrichment	0.03724812876243
PF03080.15	Neprosin	5090	Enrichment	-0.005557952037896878
PF03714.14	PUD	5091	Enrichment	-0.01033129198325708
PF03745.14	DUF309	5092	Enrichment	0.0228522517687738
PF03945.14	Endotoxin_N	5093	Enrichment	-0.005557952037896878
PF05368.13	NmrA	5094	Enrichment	0.37384331987151853
PF08553.10	VID27	5095	Enrichment	-0.005557952037896878
PF09512.10	ThiW	5096	Enrichment	-0.005557952037896878
PF11759.8	KRTAP	5097	Enrichment	-0.005557952037896878
PF16148.5	DUF4856	5098	Enrichment	-0.005557952037896878
PF10826.8	DUF2551	5099	Enrichment	-0.033337522459945715
PF05770.11	Ins134_P3_kin	5100	Enrichment	-0.004515199170326492
PF12846.7	AAA_10	5101	Enrichment	0.047598668084176454
PF03750.13	Csm2_III-A	5102	Enrichment	0.011695588623237881
PF13115.6	YtkA	5103	Enrichment	0.025494798123724155
PF13753.6	SWM_repeat	5104	Enrichment	-0.0074611741555796335
PF01938.20	TRAM	5105	Enrichment	0.052616562447989734
PF01406.19	tRNA-synt_1e	5106	Enrichment	0.09081460397468888
PF07483.11	W_rich_C	5107	Enrichment	-0.024823405669360164
PF00353.19	HemolysinCabind	5108	Enrichment	0.15884602015988847
PF08364.11	IF2_assoc	5109	Enrichment	0.03636614778106495
PF03686.13	UPF0146	5110	Enrichment	0.017564894666109623
PF06725.11	3D	5111	Enrichment	0.049727197281822844
PF08281.12	Sigma70_r4_2	5112	Enrichment	-0.16647475937996425
PF06796.11	NapE	5113	Enrichment	0.010609812293161876
PF16732.5	ComP_DUS	5114	Enrichment	-0.04983588813446865
PF04316.13	FlgM	5115	Enrichment	0.03611480018432156
PF08849.11	DUF1819	5116	Enrichment	0.017790201746073257
PF06719.13	AraC_N	5117	Enrichment	-0.08228690082752232
PF11753.8	DUF3310	5118	Enrichment	-0.009030398340652983
PF14454.6	Prok_Ub	5119	Enrichment	-0.009030398340652983
PF07994.12	NAD_binding_5	5120	Enrichment	0.012824388415819503
PF00180.20	Iso_dh	5121	Enrichment	0.11155757388430532
PF00593.24	TonB_dep_Rec	5122	Enrichment	-0.9585299109301104
PF06180.11	CbiK	5123	Enrichment	-0.030963306647464633
PF16295.5	TetR_C_10	5124	Enrichment	-0.017136924433816897
PF12323.8	HTH_OrfB_IS605	5125	Enrichment	0.2542935717286034
PF01347.22	Vitellogenin_N	5126	Enrichment	-0.022231808151587512
PF02581.17	TMP-TENI	5127	Enrichment	0.07532049649075723
PF08551.10	DUF1751	5128	Enrichment	-0.02077127481915994
PF14455.6	Metal_CEHH	5129	Enrichment	0.011781635548249115
PF03253.14	UT	5130	Enrichment	0.0289264853567381
PF16816.5	DotD	5131	Enrichment	0.010910976530701205
PF02895.14	H-kinase_dim	5132	Enrichment	-0.05317247087141763
PF13473.6	Cupredoxin_1	5133	Enrichment	0.07353955158230097
PF04187.13	Cofac_haem_bdg	5134	Enrichment	0.030814988921458397
PF08695.10	Coa1	5135	Enrichment	0.009868223663130817
PF07314.11	DUF1461	5136	Enrichment	0.0098252002006252
PF10101.9	DUF2339	5137	Enrichment	-0.03536415398323667
PF08928.10	DUF1910	5138	Enrichment	-0.02379084256922532
PF18140.1	PCC_BT	5139	Enrichment	-0.04199769258377406
PF08006.11	DUF1700	5140	Enrichment	-0.014276996373574987
PF08402.10	TOBE_2	5141	Enrichment	0.0033546978790557347
PF16963.5	PelD_GGDEF	5142	Enrichment	0.016134930635988677
PF13737.6	DDE_Tnp_1_5	5143	Enrichment	-0.05101563676422799
PF10095.9	DUF2333	5144	Enrichment	-0.01686066851667556
PF02486.19	Rep_trans	5145	Enrichment	-0.011804279475883653
PF00218.21	IGPS	5146	Enrichment	0.03431687233013936
PF14496.6	NEL	5147	Enrichment	-0.025823135074424935
PF11169.8	DUF2956	5148	Enrichment	-0.010460362370773937
PF13359.6	DDE_Tnp_4	5149	Enrichment	0.28970414576349096
PF02697.14	VAPB_antitox	5150	Enrichment	0.014254352445940453
PF01588.20	tRNA_bind	5151	Enrichment	0.0446549574916868
PF10707.9	YrbL-PhoP_reg	5152	Enrichment	-0.021469839986685377
PF13384.6	HTH_23	5153	Enrichment	0.15562945023940244
PF09043.11	Lys-AminoMut_A	5154	Enrichment	-0.013545597510979475
PF13518.6	HTH_28	5155	Enrichment	0.05938483241795245
PF18057.1	DUF5594	5156	Enrichment	0.017564894666109623
PF03886.13	ABC_trans_aux	5157	Enrichment	0.09368019301683916
PF13510.6	Fer2_4	5158	Enrichment	0.1311558932519965
PF11969.8	DcpS_C	5159	Enrichment	0.03471200886736203
PF14384.6	BrnA_antitoxin	5160	Enrichment	0.07597490599939538
PF05731.11	TROVE	5161	Enrichment	-0.019781735181530702
PF02665.14	Nitrate_red_gam	5162	Enrichment	0.0564513115928984
PF00588.19	SpoU_methylase	5163	Enrichment	0.08064634827040029
PF13483.6	Lactamase_B_3	5164	Enrichment	-0.08611372459775879
PF11188.8	DUF2975	5165	Enrichment	-0.02059918096913746
PF09827.9	CRISPR_Cas2	5166	Enrichment	0.04299628979245709
PF02681.14	DUF212	5167	Enrichment	0.013652023970861796
PF04034.13	Ribo_biogen_C	5168	Enrichment	-0.013148196580993365
PF05219.12	DREV	5169	Enrichment	0.034682571761437186
PF15594.6	Imm50	5170	Enrichment	0.01156651823572102
PF08274.12	PhnA_Zn_Ribbon	5171	Enrichment	-0.03907209713339199
PF08721.11	Tn7_Tnp_TnsA_C	5172	Enrichment	0.016618378490986012
PF00832.20	Ribosomal_L39	5173	Enrichment	0.00608442335539984
PF04556.12	DpnII	5174	Enrichment	0.00608442335539984
PF03500.13	Cellsynth_D	5175	Enrichment	0.013393883195828085
PF02785.19	Biotin_carb_C	5176	Enrichment	-0.09078969565429063
PF01519.16	DUF16	5177	Enrichment	0.004998647025323836
PF01874.16	CitG	5178	Enrichment	0.07871595343955595
PF11810.8	DUF3332	5179	Enrichment	0.004998647025323836
PF09002.11	DUF1887	5180	Enrichment	0.019660590168685946
PF07760.11	DUF1616	5181	Enrichment	-0.06334185877208773
PF07631.11	PSD4	5182	Enrichment	0.018511410841233235
PF07637.11	PSD5	5183	Enrichment	0.018511410841233235
PF07015.11	VirC1	5184	Enrichment	0.09227513730711623
PF18575.1	HAMP_N3	5185	Enrichment	-0.03688582592027752
PF08885.11	GSCFA	5186	Enrichment	0.017628297663486336
PF12623.7	Hen1_L	5187	Enrichment	0.016307024486011144
PF16762.5	RHH_6	5188	Enrichment	0.00704112929795899
PF13893.6	RRM_5	5189	Enrichment	0.008040858703023759
PF04230.13	PS_pyruv_trans	5190	Enrichment	-0.07032298166181528
PF01026.21	TatD_DNase	5191	Enrichment	-0.060445700427630644
PF02508.14	Rnf-Nqr	5192	Enrichment	-0.06162658125377163
PF07743.13	HSCB_C	5193	Enrichment	-0.028933278535028445
PF04375.14	HemX	5194	Enrichment	-0.034268187885725165
PF01522.21	Polysacc_deac_1	5195	Enrichment	0.12484050183472384
PF07372.12	DUF1491	5196	Enrichment	-0.029277466235073407
PF02913.19	FAD-oxidase_C	5197	Enrichment	0.12444649749388326
PF17854.1	FtsK_alpha	5198	Enrichment	0.04194561155021459
PF00490.21	ALAD	5199	Enrichment	0.031985679980163884
PF00071.22	Ras	5200	Enrichment	0.08849133699938516
PF08022.12	FAD_binding_8	5201	Enrichment	-0.04617662942872766
PF10504.9	DUF2452	5202	Enrichment	0.008911517720571667
PF11848.8	DUF3368	5203	Enrichment	0.03965517826998129
PF04273.13	DUF442	5204	Enrichment	-0.04452588710416999
PF01959.16	DHQS	5205	Enrichment	-0.01943754748148576
PF06689.13	zf-C4_ClpX	5206	Enrichment	0.03552379367306013
PF14601.6	TFX_C	5207	Enrichment	0.00618066004784662
PF00960.18	Neocarzinostat	5208	Enrichment	-0.01254586810591471
PF01329.19	Pterin_4a	5209	Enrichment	0.043298586226378055
PF02872.18	5_nucleotid_C	5210	Enrichment	0.07376485866226457
PF04209.13	HgmA	5211	Enrichment	-0.030400605045746376
PF10688.9	Imp-YgjV	5212	Enrichment	-0.013836571981083262
PF13727.6	CoA_binding_3	5213	Enrichment	0.09341865565266039
PF13855.6	LRR_8	5214	Enrichment	-0.036298215998161326
PF08417.12	PaO	5215	Enrichment	-0.008460903560644401
PF04607.17	RelA_SpoT	5216	Enrichment	0.05221689712524036
PF14765.6	PS-DH	5217	Enrichment	-0.04540560369277169
PF00411.19	Ribosomal_S11	5218	Enrichment	0.033819838118561374
PF08360.11	TetR_C_5	5219	Enrichment	-0.007987645473082597
PF09660.10	DUF2397	5220	Enrichment	0.030700637086904
PF01922.17	SRP19	5221	Enrichment	-0.011847302938389273
PF12914.7	SH3_7	5222	Enrichment	-0.011847302938389273
PF01958.18	DUF108	5223	Enrichment	-0.04556411118621348
PF05176.14	ATP-synt_10	5224	Enrichment	-0.006772798755489738
PF05616.13	Neisseria_TspB	5225	Enrichment	-0.006772798755489738
PF06672.11	DUF1175	5226	Enrichment	-0.021125652286640415
PF08288.12	PIGA	5227	Enrichment	-0.006772798755489738
PF08929.10	DUF1911	5228	Enrichment	-0.028219994814540576
PF09648.10	YycI	5229	Enrichment	-0.006772798755489738
PF02745.15	MCR_alpha_N	5230	Enrichment	-0.013535407743543934
PF03841.13	SelA	5231	Enrichment	0.03840296907179147
PF06176.11	WaaY	5232	Enrichment	-0.013846761748518805
PF16822.5	ALGX	5233	Enrichment	-0.051722127306425544
PF06280.12	fn3_5	5234	Enrichment	-0.009288539115686695
PF06777.11	HBB	5235	Enrichment	0.010523765368150636
PF12156.8	ATPase-cat_bd	5236	Enrichment	-0.026009947477409867
PF10047.9	DUF2281	5237	Enrichment	-0.004687293020348966
PF16177.5	ACAS_N	5238	Enrichment	-0.07066377277271485
PF13787.6	HXXEE	5239	Enrichment	0.012394153790763314
PF00355.26	Rieske	5240	Enrichment	-0.15875091566382427
PF03707.16	MHYT	5241	Enrichment	-0.06281651965096646
PF16657.5	Malt_amylase_C	5242	Enrichment	0.036085363078396604
PF13192.6	Thioredoxin_3	5243	Enrichment	-0.03199247315845427
PF01121.20	CoaE	5244	Enrichment	0.03488863150291144
PF02544.16	Steroid_dh	5245	Enrichment	-0.026159397399797807
PF02901.15	PFL-like	5246	Enrichment	0.0204655817960937
PF00246.24	Peptidase_M14	5247	Enrichment	-0.012600213532237614
PF00463.21	ICL	5248	Enrichment	-0.013871670068916986
PF00561.20	Abhydrolase_1	5249	Enrichment	-0.3320516870292174
PF06968.13	BATS	5250	Enrichment	0.02955825093774167
PF01381.22	HTH_3	5251	Enrichment	-0.4283676332227184
PF17144.4	Ribosomal_L5e	5252	Enrichment	-0.014707230998631173
PF13274.6	DUF4065	5253	Enrichment	0.023239462931324367
PF01633.20	Choline_kinase	5254	Enrichment	0.07861292356881877
PF06857.11	ACP	5255	Enrichment	0.02463659326637524
PF06172.11	Cupin_5	5256	Enrichment	0.03188831109133544
PF12487.8	DUF3703	5257	Enrichment	-0.009149278960734294
PF12912.7	N_NLPC_P60	5258	Enrichment	-0.01189032640089489
PF02679.15	ComA	5259	Enrichment	0.027820329491791015
PF08443.11	RimK	5260	Enrichment	0.150554946056503
PF11750.8	DUF3307	5261	Enrichment	-0.025104190372028407
PF13559.6	DUF4129	5262	Enrichment	-0.034827492898298174
PF02538.14	Hydantoinase_B	5263	Enrichment	-0.11888062008131417
PF00008.27	EGF	5264	Enrichment	-0.0021715526601520088
PF00083.24	Sugar_tr	5265	Enrichment	0.8106163790321759
PF00145.17	DNA_methylase	5266	Enrichment	-0.05492171428118553
PF00187.19	Chitin_bind_1	5267	Enrichment	-0.0021715526601520088
PF00339.29	Arrestin_N	5268	Enrichment	-0.0021715526601520088
PF00453.18	Ribosomal_L20	5269	Enrichment	0.03272613641381328
PF00494.19	SQS_PSY	5270	Enrichment	0.06017170890325274
PF00569.17	ZZ	5271	Enrichment	-0.0021715526601520088
PF00637.20	Clathrin	5272	Enrichment	-0.0021715526601520088
PF00750.19	tRNA-synt_1d	5273	Enrichment	0.031274660652439445
PF00765.17	Autoind_synth	5274	Enrichment	0.07912694072612281
PF00879.18	Defensin_propep	5275	Enrichment	-0.0021715526601520088
PF00959.19	Phage_lysozyme	5276	Enrichment	-0.06317429370759214
PF01177.22	Asp_Glu_race	5277	Enrichment	-0.04168747077518087
PF01228.21	Gly_radical	5278	Enrichment	0.019820229858509425
PF01231.18	IDO	5279	Enrichment	0.005084693950335074
PF01356.19	A_amylase_inhib	5280	Enrichment	-0.0021715526601520088
PF01481.16	Arteri_nucleo	5281	Enrichment	-0.0021715526601520088
PF01523.16	PmbA_TldD	5282	Enrichment	0.06961309453047249
PF01544.18	CorA	5283	Enrichment	0.0867975712123219
PF01676.18	Metalloenzyme	5284	Enrichment	-0.12431289832083958
PF01709.20	Transcrip_reg	5285	Enrichment	0.03023417217763258
PF01891.16	CbiM	5286	Enrichment	-0.04553807066943377
PF01894.17	UPF0047	5287	Enrichment	0.05256674580719378
PF01915.22	Glyco_hydro_3_C	5288	Enrichment	-0.01940358159003397
PF01929.17	Ribosomal_L14e	5289	Enrichment	-0.0021715526601520088
PF02065.18	Melibiase	5290	Enrichment	-0.005970071520845416
PF02107.16	FlgH	5291	Enrichment	0.050253668599325896
PF02178.19	AT_hook	5292	Enrichment	0.005084693950335074
PF02199.15	SapA	5293	Enrichment	-0.0021715526601520088
PF02284.16	COX5A	5294	Enrichment	-0.0021715526601520088
PF02303.17	Phage_DNA_bind	5295	Enrichment	-0.009944080820706512
PF02338.19	OTU	5296	Enrichment	-0.004429152245315255
PF02353.20	CMAS	5297	Enrichment	0.09057797493090725
PF02399.15	Herpes_ori_bp	5298	Enrichment	-0.005600975500402495
PF02472.16	ExbD	5299	Enrichment	0.1144288239083644
PF02600.16	DsbB	5300	Enrichment	-0.06003244874830027
PF02690.15	Na_Pi_cotrans	5301	Enrichment	-0.04586414322737109
PF02733.17	Dak1	5302	Enrichment	0.06541151375788423
PF02883.20	Alpha_adaptinC2	5303	Enrichment	-0.0021715526601520088
PF02918.15	Pertussis_S2S3	5304	Enrichment	-0.0043431053203040176
PF02944.20	BESS	5305	Enrichment	-0.0021715526601520088
PF03030.16	H_PPase	5306	Enrichment	0.025100793782883213
PF03327.14	Herpes_VP19C	5307	Enrichment	-0.0021715526601520088
PF03454.15	MoeA_C	5308	Enrichment	-0.03778592204375042
PF03474.14	DMA	5309	Enrichment	-0.0021715526601520088
PF03771.16	SPDY	5310	Enrichment	-0.008686210640608035
PF04200.12	Lipoprotein_17	5311	Enrichment	-0.0021715526601520088
PF04384.13	Fe-S_assembly	5312	Enrichment	-0.01643835926629146
PF04394.14	DUF536	5313	Enrichment	-0.0021715526601520088
PF04431.13	Pec_lyase_N	5314	Enrichment	-0.0043431053203040176
PF04464.14	Glyphos_transf	5315	Enrichment	-0.030049624167411096
PF04508.12	Pox_A_type_inc	5316	Enrichment	-0.005600975500402495
PF04525.12	LOR	5317	Enrichment	-0.01363164443599071
PF04553.12	Tis11B_N	5318	Enrichment	-0.0021715526601520088
PF04593.14	SelP_C	5319	Enrichment	-0.0021715526601520088
PF04610.14	TrbL	5320	Enrichment	0.055766332781953754
PF04693.12	DDE_Tnp_2	5321	Enrichment	0.019402449393652224
PF04799.13	Fzo_mitofusin	5322	Enrichment	-0.0021715526601520088
PF04849.13	HAP1_N	5323	Enrichment	-0.003257328990228013
PF05109.13	Herpes_BLLF1	5324	Enrichment	-0.0021715526601520088
PF05134.13	T2SSL	5325	Enrichment	0.02559103481617095
PF05142.12	DUF702	5326	Enrichment	-0.0021715526601520088
PF05195.16	AMP_N	5327	Enrichment	0.02711497114597522
PF05239.16	PRC	5328	Enrichment	0.09168413079585491
PF05244.11	Brucella_OMP2	5329	Enrichment	0.04927545092551394
PF05382.13	Amidase_5	5330	Enrichment	-0.011287997925816229
PF05392.11	COX7B	5331	Enrichment	-0.0021715526601520088
PF05463.11	Sclerostin	5332	Enrichment	-0.0021715526601520088
PF05510.13	Sarcoglycan_2	5333	Enrichment	-0.003257328990228013
PF05552.12	TM_helix	5334	Enrichment	-0.035911004835610744
PF05620.11	TMEM208_SND2	5335	Enrichment	-0.0021715526601520088
PF05725.12	FNIP	5336	Enrichment	-0.0021715526601520088
PF05736.11	OprF	5337	Enrichment	-0.019331121021603434
PF06092.12	DUF943	5338	Enrichment	-0.009771986970684038
PF06131.11	DUF963	5339	Enrichment	-0.0021715526601520088
PF06182.11	ABC2_membrane_6	5340	Enrichment	-0.05756086404699068
PF06323.11	Phage_antiter_Q	5341	Enrichment	-0.0021715526601520088
PF06757.13	Ins_allergen_rp	5342	Enrichment	-0.0021715526601520088
PF06817.14	RVT_thumb	5343	Enrichment	-0.0021715526601520088
PF06956.11	RtcR	5344	Enrichment	-0.01852386500143223
PF07095.11	IgaA	5345	Enrichment	-0.0066867518304785
PF07208.11	DUF1414	5346	Enrichment	-0.0021715526601520088
PF07212.11	Hyaluronidase_1	5347	Enrichment	-0.0021715526601520088
PF07339.12	DUF1472	5348	Enrichment	-0.0021715526601520088
PF07373.11	CAMP_factor	5349	Enrichment	-0.0021715526601520088
PF07509.11	DUF1523	5350	Enrichment	0.015704696010932488
PF07533.16	BRK	5351	Enrichment	-0.0021715526601520088
PF07645.15	EGF_CA	5352	Enrichment	-0.0021715526601520088
PF07675.11	Cleaved_Adhesin	5353	Enrichment	-0.0021715526601520088
PF07715.15	Plug	5354	Enrichment	-0.9725261226010167
PF07803.11	GSG-1	5355	Enrichment	-0.0021715526601520088
PF07912.13	ERp29_N	5356	Enrichment	-0.0021715526601520088
PF07955.11	DUF1687	5357	Enrichment	-0.005600975500402495
PF07959.12	Fucokinase	5358	Enrichment	-0.0021715526601520088
PF08132.11	AdoMetDC_leader	5359	Enrichment	-0.0021715526601520088
PF08294.11	TIM21	5360	Enrichment	-0.0021715526601520088
PF08470.10	NTNH_C	5361	Enrichment	-0.0021715526601520088
PF08505.10	MMR1	5362	Enrichment	-0.0021715526601520088
PF08518.11	GIT_SHD	5363	Enrichment	-0.0021715526601520088
PF08533.10	Glyco_hydro_42C	5364	Enrichment	0.022196710063753983
PF08642.10	Rxt3	5365	Enrichment	-0.004429152245315255
PF08685.11	GON	5366	Enrichment	-0.0021715526601520088
PF08748.11	Phage_TAC_4	5367	Enrichment	-0.0077725281605545045
PF08757.11	CotH	5368	Enrichment	0.014920083918395811
PF08876.11	DUF1836	5369	Enrichment	-0.004429152245315255
PF08970.10	Sda	5370	Enrichment	-0.0021715526601520088
PF09143.10	AvrPphF-ORF-2	5371	Enrichment	-0.0021715526601520088
PF09212.10	CBM27	5372	Enrichment	-0.0021715526601520088
PF09327.11	DUF1983	5373	Enrichment	-0.013932808673530042
PF09445.10	Methyltransf_15	5374	Enrichment	0.00438612878280964
PF09518.10	RE_HindIII	5375	Enrichment	-0.0021715526601520088
PF09631.10	Sen15	5376	Enrichment	-0.0021715526601520088
PF09681.10	Phage_rep_org_N	5377	Enrichment	-0.0021715526601520088
PF09810.9	Exo5	5378	Enrichment	-0.0021715526601520088
PF10045.9	DUF2280	5379	Enrichment	0.011996752860777208
PF10046.9	BLOC1_2	5380	Enrichment	0.005084693950335074
PF10142.9	PhoPQ_related	5381	Enrichment	-0.011761256013378033
PF10269.9	Tmemb_185A	5382	Enrichment	-0.0021715526601520088
PF10365.9	DUF2436	5383	Enrichment	-0.0021715526601520088
PF10458.9	Val_tRNA-synt_C	5384	Enrichment	0.02668586871730072
PF10548.9	P22_AR_C	5385	Enrichment	-0.0021715526601520088
PF10592.9	AIPR	5386	Enrichment	-0.02599749331721085
PF10764.9	Gin	5387	Enrichment	-0.0021715526601520088
PF10828.8	DUF2570	5388	Enrichment	-0.0021715526601520088
PF10938.8	YfdX	5389	Enrichment	0.017876248671084498
PF10981.8	DUF2788	5390	Enrichment	-0.009546679890720406
PF11011.8	DUF2849	5391	Enrichment	-0.02595446985470523
PF11019.8	DUF2608	5392	Enrichment	0.007782717927990047
PF11089.8	SyrA	5393	Enrichment	0.02461621373150416
PF11127.8	DUF2892	5394	Enrichment	-0.037201708710779324
PF11168.8	DUF2955	5395	Enrichment	0.014413992135763942
PF11293.8	DUF3094	5396	Enrichment	-0.0021715526601520088
PF11312.8	Methyltransf_34	5397	Enrichment	-0.0021715526601520088
PF11322.8	DUF3124	5398	Enrichment	-0.017610182521378706
PF11340.8	DUF3142	5399	Enrichment	-0.011460091775838704
PF11569.8	Homez	5400	Enrichment	-0.0021715526601520088
PF11692.8	DUF3289	5401	Enrichment	-0.003257328990228013
PF11727.8	ISG65-75	5402	Enrichment	-0.0021715526601520088
PF11756.8	YgbA_NO	5403	Enrichment	0.00886849425806605
PF11824.8	DUF3344	5404	Enrichment	-0.0980538676394498
PF11974.8	bMG3	5405	Enrichment	-0.03756287935655023
PF12458.8	DUF3686	5406	Enrichment	-0.009890867590765351
PF12554.8	MOZART1	5407	Enrichment	-0.0021715526601520088
PF12611.8	Flagellar_put	5408	Enrichment	-0.008030668935588217
PF12662.7	cEGF	5409	Enrichment	-0.0021715526601520088
PF12921.7	ATP13	5410	Enrichment	-0.0021715526601520088
PF12947.7	EGF_3	5411	Enrichment	-0.0021715526601520088
PF13038.6	DUF3899	5412	Enrichment	-0.0021715526601520088
PF13175.6	AAA_15	5413	Enrichment	0.16259245798702304
PF13191.6	AAA_16	5414	Enrichment	0.33136444382551034
PF13199.6	Glyco_hydro_66	5415	Enrichment	0.007127176222970226
PF13385.6	Laminin_G_3	5416	Enrichment	-0.05597805350533669
PF13409.6	GST_N_2	5417	Enrichment	-0.4190134267168908
PF13639.6	zf-RING_2	5418	Enrichment	-0.0043431053203040176
PF13689.6	DUF4154	5419	Enrichment	0.02621600721888412
PF13731.6	WxL	5420	Enrichment	-0.003386399377744869
PF13757.6	VIT_2	5421	Enrichment	-0.019740976111788544
PF13894.6	zf-C2H2_4	5422	Enrichment	-0.003257328990228013
PF13943.6	WPP	5423	Enrichment	-0.0021715526601520088
PF13975.6	gag-asp_proteas	5424	Enrichment	-0.04856443159778956
PF13986.6	DUF4224	5425	Enrichment	-0.010675479683302028
PF13993.6	YccJ	5426	Enrichment	-0.003257328990228013
PF14055.6	NVEALA	5427	Enrichment	-0.0021715526601520088
PF14079.6	DUF4260	5428	Enrichment	0.02062748587868063
PF14137.6	DUF4304	5429	Enrichment	0.015350318543452
PF14158.6	YndJ	5430	Enrichment	-0.0021715526601520088
PF14235.6	DUF4337	5431	Enrichment	0.019400185000888776
PF14243.6	R2K_3	5432	Enrichment	0.023583650631369316
PF14263.6	DUF4354	5433	Enrichment	-0.0021715526601520088
PF14265.6	DUF4355	5434	Enrichment	-0.005514928575391259
PF14389.6	Lzipper-MIP1	5435	Enrichment	-0.0021715526601520088
PF14432.6	DYW_deaminase	5436	Enrichment	-0.0021715526601520088
PF14481.6	Fimbrial_PilY2	5437	Enrichment	-0.0021715526601520088
PF14519.6	Macro_2	5438	Enrichment	-0.004429152245315255
PF14564.6	Membrane_bind	5439	Enrichment	-0.0021715526601520088
PF14662.6	KASH_CCD	5440	Enrichment	-0.0021715526601520088
PF14670.6	FXa_inhibition	5441	Enrichment	-0.0021715526601520088
PF14727.6	PHTB1_N	5442	Enrichment	-0.0021715526601520088
PF14728.6	PHTB1_C	5443	Enrichment	-0.0021715526601520088
PF14739.6	DUF4472	5444	Enrichment	-0.0021715526601520088
PF14900.6	DUF4493	5445	Enrichment	-0.0021715526601520088
PF15138.6	Syncollin	5446	Enrichment	-0.0021715526601520088
PF15533.6	Ntox33	5447	Enrichment	-0.0021715526601520088
PF15540.6	Ntox47	5448	Enrichment	-0.0021715526601520088
PF15545.6	Ntox8	5449	Enrichment	-0.004429152245315255
PF15600.6	Imm64	5450	Enrichment	-0.0021715526601520088
PF15641.6	Tox-MPTase5	5451	Enrichment	-0.0021715526601520088
PF15997.5	DUF4772	5452	Enrichment	-0.0021715526601520088
PF16132.5	DUF4843	5453	Enrichment	0.005084693950335074
PF16149.5	DUF4857	5454	Enrichment	-0.005514928575391259
PF16168.5	AIDA	5455	Enrichment	-0.020232349341457977
PF16321.5	Ribosom_S30AE_C	5456	Enrichment	0.06276104202826188
PF16374.5	CIF	5457	Enrichment	-0.003257328990228013
PF16377.5	DUF4987	5458	Enrichment	-0.0021715526601520088
PF16874.5	Glyco_hydro_36C	5459	Enrichment	-0.008751878030748186
PF16999.5	V-ATPase_G_2	5460	Enrichment	-0.0134493608185327
PF17160.4	DUF5124	5461	Enrichment	-0.0021715526601520088
PF17211.3	VHL_C	5462	Enrichment	-0.0021715526601520088
PF17399.2	DUF5405	5463	Enrichment	-0.0021715526601520088
PF17413.2	VirB7	5464	Enrichment	-0.0021715526601520088
PF17429.2	GP70	5465	Enrichment	-0.0021715526601520088
PF17632.2	DUF5513	5466	Enrichment	-0.0021715526601520088
PF17760.1	UvrA_inter	5467	Enrichment	0.030194545304272014
PF17806.1	SO_alpha_A3	5468	Enrichment	-0.022705066239149252
