locusId	Feature
H16_RS16895	PF03444.15
H16_RS05625	PF03444.15
H16_RS17435	PF00570.23
H16_RS10110	PF05514.11
H16_RS05770	PF07743.13
H16_RS00020	PF12161.8
H16_RS00030	PF04313.14
H16_RS10045	PF00011.21
H16_RS07065	PF00011.21
H16_RS07070	PF00011.21
H16_RS05910	PF01430.19
H16_RS15405	PF00012.20
H16_RS05775	PF00012.20
H16_RS29740	PF00012.20
H16_RS08075	PF00012.20
H16_RS08080	PF00012.20
H16_RS00535	PF00012.20
H16_RS16295	PF00012.20
H16_RS13210	PF00183.18
H16_RS09795	PF00126.27
H16_RS21400	PF00126.27
H16_RS14885	PF00126.27
H16_RS02405	PF00126.27
H16_RS22270	PF00126.27
H16_RS08495	PF00126.27
H16_RS27245	PF00126.27
H16_RS29265	PF00126.27
H16_RS02960	PF00126.27
H16_RS18965	PF00126.27
H16_RS25680	PF00126.27
H16_RS27240	PF00126.27
H16_RS00570	PF00126.27
H16_RS25935	PF00126.27
H16_RS00455	PF00126.27
H16_RS31405	PF00126.27
H16_RS31245	PF00126.27
H16_RS05525	PF00126.27
H16_RS08260	PF00126.27
H16_RS18230	PF00126.27
H16_RS22885	PF00126.27
H16_RS08425	PF00126.27
H16_RS27660	PF00126.27
H16_RS21760	PF00126.27
H16_RS29040	PF00126.27
H16_RS15875	PF00126.27
H16_RS19785	PF00126.27
H16_RS12095	PF00126.27
H16_RS26615	PF00126.27
H16_RS13790	PF00126.27
H16_RS13550	PF00126.27
H16_RS25125	PF00126.27
H16_RS05430	PF00126.27
H16_RS26245	PF00126.27
H16_RS16795	PF00126.27
H16_RS19155	PF00126.27
H16_RS03115	PF00126.27
H16_RS23060	PF00126.27
H16_RS25085	PF00126.27
H16_RS19245	PF00126.27
H16_RS21615	PF00126.27
H16_RS16835	PF00126.27
H16_RS09450	PF00126.27
H16_RS30170	PF00126.27
H16_RS28275	PF00126.27
H16_RS22920	PF00126.27
H16_RS20425	PF00126.27
H16_RS07885	PF00126.27
H16_RS23585	PF00126.27
PHG389	PF00126.27
H16_RS14285	PF00126.27
H16_RS21150	PF00126.27
H16_RS05520	PF00126.27
H16_RS19575	PF00126.27
H16_RS18300	PF00126.27
H16_RS30055	PF00126.27
H16_RS30220	PF00126.27
H16_RS27500	PF00126.27
H16_RS19220	PF00126.27
H16_RS15420	PF00126.27
H16_RS16070	PF00126.27
H16_RS08665	PF00126.27
H16_RS21825	PF00126.27
H16_RS18500	PF00126.27
H16_RS31340	PF00126.27
H16_RS01045	PF00126.27
H16_RS27410	PF00126.27
H16_RS12350	PF00126.27
H16_RS06760	PF00126.27
H16_RS07840	PF00126.27
H16_RS06125	PF00126.27
H16_RS19755	PF00126.27
H16_RS03610	PF00126.27
H16_RS08130	PF00126.27
H16_RS21300	PF00126.27
H16_RS01295	PF00126.27
H16_RS07415	PF00126.27
H16_RS23615	PF00126.27
H16_RS02870	PF00126.27
H16_RS30150	PF00126.27
H16_RS28650	PF00126.27
H16_RS10670	PF00126.27
H16_RS05935	PF00126.27
H16_RS31150	PF00126.27
H16_RS29635	PF00126.27
H16_RS28230	PF00126.27
H16_RS19040	PF00126.27
H16_RS19340	PF00126.27
H16_RS21175	PF00126.27
H16_RS10855	PF00126.27
H16_RS10415	PF00126.27
H16_RS10700	PF00126.27
H16_RS26980	PF00126.27
H16_RS26330	PF00126.27
H16_RS12655	PF00126.27
H16_RS03325	PF00126.27
H16_RS22160	PF00126.27
H16_RS28415	PF00126.27
H16_RS15515	PF00126.27
H16_RS29510	PF00126.27
H16_RS25235	PF00126.27
H16_RS21810	PF00126.27
H16_RS15920	PF00126.27
H16_RS35270	PF00126.27
H16_RS15985	PF00126.27
H16_RS20435	PF00126.27
H16_RS28755	PF00126.27
H16_RS23295	PF00126.27
H16_RS20680	PF00126.27
H16_RS27805	PF00126.27
H16_RS09475	PF00126.27
H16_RS08190	PF00126.27
H16_RS30855	PF00126.27
H16_RS23095	PF00126.27
H16_RS21020	PF00126.27
H16_RS21370	PF00126.27
H16_RS13850	PF00126.27
H16_RS24580	PF00126.27
H16_RS02320	PF00126.27
H16_RS22545	PF00126.27
H16_RS22965	PF00126.27
H16_RS06915	PF00126.27
H16_RS20445	PF00126.27
H16_RS29990	PF00126.27
H16_RS21360	PF00126.27
H16_RS20245	PF00126.27
H16_RS11930	PF00126.27
H16_RS04420	PF00126.27
H16_RS31010	PF00126.27
H16_RS31225	PF00126.27
H16_RS03810	PF00126.27
H16_RS20865	PF00126.27
H16_RS24855	PF00126.27
H16_RS28655	PF00126.27
H16_RS19800	PF00126.27
H16_RS30270	PF00126.27
H16_RS28340	PF00126.27
H16_RS13520	PF00126.27
H16_RS31140	PF00126.27
H16_RS27555	PF00126.27
H16_RS11095	PF00126.27
H16_RS24315	PF00126.27
H16_RS17940	PF00126.27
H16_RS11175	PF00126.27
H16_RS16715	PF00126.27
H16_RS25575	PF00126.27
H16_RS00995	PF00126.27
H16_RS08930	PF00126.27
H16_RS14960	PF00126.27
PHG401	PF00126.27
H16_RS25420	PF00126.27
H16_RS25770	PF00126.27
H16_RS20390	PF00126.27
H16_RS20370	PF00126.27
H16_RS08900	PF00126.27
H16_RS00420	PF00126.27
H16_RS27970	PF00126.27
H16_RS05060	PF00126.27
H16_RS26065	PF00126.27
H16_RS21135	PF00126.27
PHG406	PF00126.27
H16_RS15690	PF00126.27
H16_RS23735	PF00126.27
H16_RS08875	PF00126.27
H16_RS05070	PF00126.27
H16_RS34560	PF00126.27
H16_RS29770	PF00126.27
H16_RS03160	PF00126.27
H16_RS29105	PF00126.27
H16_RS09610	PF00126.27
H16_RS10955	PF00126.27
H16_RS33755	PF04967.12
H16_RS15465	PF08279.12
H16_RS03400	PF08279.12
H16_RS28465	PF08279.12
H16_RS12475	PF08279.12
H16_RS20310	PF08279.12
H16_RS30950	PF08279.12
H16_RS22465	PF08279.12
H16_RS16690	PF08279.12
H16_RS22395	PF08279.12
H16_RS20345	PF08279.12
H16_RS08025	PF08279.12
PHG372	PF08279.12
H16_RS15050	PF08279.12
H16_RS31060	PF08279.12
H16_RS24965	PF08279.12
H16_RS06445	PF08279.12
H16_RS03415	PF12728.7
H16_RS34300	PF12728.7
H16_RS17405	PF12833.7
H16_RS28205	PF12833.7
H16_RS21095	PF12833.7
H16_RS20815	PF12833.7
H16_RS29455	PF12833.7
H16_RS31425	PF12833.7
H16_RS28725	PF12833.7
H16_RS08840	PF12833.7
H16_RS16845	PF12833.7
H16_RS24280	PF12833.7
H16_RS23430	PF12833.7
H16_RS00340	PF12833.7
H16_RS20380	PF12833.7
H16_RS11060	PF12833.7
H16_RS24225	PF12833.7
H16_RS01345	PF12833.7
H16_RS29985	PF12833.7
H16_RS09235	PF12833.7
H16_RS27600	PF12833.7
H16_RS30125	PF12833.7
H16_RS23760	PF12833.7
H16_RS08355	PF12833.7
H16_RS27745	PF12833.7
H16_RS09530	PF12833.7
H16_RS18675	PF12833.7
H16_RS20875	PF12833.7
H16_RS28660	PF12833.7
H16_RS27670	PF12833.7
H16_RS24720	PF12833.7
H16_RS30895	PF12833.7
H16_RS27390	PF12833.7
H16_RS31260	PF12833.7
H16_RS08995	PF12833.7
H16_RS23935	PF12833.7
H16_RS22200	PF12833.7
H16_RS26800	PF12833.7
H16_RS31300	PF12833.7
H16_RS20285	PF12833.7
H16_RS26085	PF12833.7
H16_RS28735	PF12844.7
H16_RS29645	PF12844.7
H16_RS04080	PF12844.7
H16_RS22820	PF12844.7
H16_RS34590	PF12844.7
H16_RS07005	PF12844.7
H16_RS24860	PF12844.7
H16_RS05410	PF12844.7
H16_RS26995	PF12844.7
H16_RS10910	PF12840.7
H16_RS23025	PF12840.7
H16_RS10885	PF12840.7
H16_RS09890	PF12840.7
H16_RS29380	PF12840.7
H16_RS17825	PF12840.7
H16_RS34025	PF12840.7
H16_RS31000	PF12840.7
H16_RS11040	PF12840.7
PHG031	PF13276.6
H16_RS20710	PF13384.6
H16_RS33755	PF13384.6
PHG415	PF13384.6
H16_RS20980	PF13384.6
H16_RS19120	PF13384.6
H16_RS03145	PF13384.6
H16_RS06605	PF13384.6
PHG032	PF13384.6
H16_RS19440	PF13384.6
H16_RS17610	PF13412.6
H16_RS26605	PF13412.6
H16_RS14025	PF13412.6
H16_RS04055	PF13412.6
H16_RS25240	PF13412.6
H16_RS08025	PF13412.6
H16_RS25535	PF13412.6
H16_RS18360	PF13412.6
H16_RS24180	PF13412.6
H16_RS03400	PF13412.6
H16_RS16690	PF13412.6
H16_RS21520	PF13412.6
H16_RS27945	PF13412.6
H16_RS24965	PF13412.6
H16_RS00150	PF13412.6
H16_RS29115	PF13412.6
H16_RS25880	PF13412.6
H16_RS27335	PF13412.6
H16_RS22725	PF13412.6
H16_RS13690	PF13412.6
H16_RS30950	PF13412.6
H16_RS29380	PF13412.6
H16_RS11820	PF13413.6
H16_RS04080	PF13413.6
H16_RS28735	PF13443.6
H16_RS29645	PF13443.6
H16_RS07500	PF13463.6
H16_RS08285	PF13463.6
H16_RS19520	PF13463.6
H16_RS04615	PF13463.6
H16_RS11470	PF13463.6
H16_RS22725	PF13463.6
H16_RS00350	PF13463.6
H16_RS19590	PF13463.6
H16_RS31465	PF13463.6
H16_RS19540	PF13463.6
H16_RS06785	PF13463.6
H16_RS27205	PF13463.6
H16_RS26335	PF13463.6
H16_RS21520	PF13463.6
H16_RS14020	PF13463.6
H16_RS16380	PF13463.6
H16_RS27595	PF13463.6
H16_RS29115	PF13463.6
H16_RS10385	PF13463.6
H16_RS26590	PF13463.6
H16_RS26190	PF13463.6
H16_RS02850	PF13463.6
H16_RS33755	PF13518.6
PHG415	PF13518.6
H16_RS20710	PF13518.6
H16_RS20980	PF13518.6
H16_RS29100	PF13518.6
H16_RS33755	PF13551.6
H16_RS20710	PF13551.6
PHG415	PF13551.6
H16_RS28735	PF01381.22
H16_RS22820	PF01381.22
H16_RS04080	PF01381.22
H16_RS05410	PF01381.22
H16_RS29645	PF01381.22
H16_RS24860	PF01381.22
PHG183	PF01381.22
H16_RS07005	PF01381.22
H16_RS34590	PF01381.22
H16_RS28305	PF01381.22
H16_RS28820	PF01381.22
H16_RS26995	PF01381.22
H16_RS19300	PF01381.22
H16_RS20765	PF01381.22
H16_RS24415	PF01381.22
H16_RS27255	PF01381.22
H16_RS20510	PF01381.22
H16_RS29335	PF01381.22
H16_RS26580	PF01381.22
H16_RS07155	PF01381.22
H16_RS30560	PF01381.22
H16_RS25370	PF01381.22
H16_RS24060	PF01381.22
PHG283	PF01381.22
H16_RS01080	PF01381.22
H16_RS24040	PF13556.6
H16_RS09475	PF13556.6
H16_RS00980	PF13556.6
H16_RS02970	PF13560.6
H16_RS28735	PF13560.6
H16_RS10350	PF13560.6
H16_RS04080	PF13560.6
H16_RS22820	PF13560.6
H16_RS24415	PF13560.6
H16_RS29645	PF13560.6
H16_RS34590	PF13560.6
H16_RS28820	PF13560.6
H16_RS07005	PF13560.6
H16_RS26995	PF13560.6
H16_RS05410	PF13560.6
H16_RS24860	PF13560.6
H16_RS20510	PF13560.6
PHG183	PF13560.6
H16_RS19300	PF13560.6
H16_RS28305	PF13560.6
H16_RS20765	PF13560.6
H16_RS20980	PF13565.6
PHG415	PF13565.6
H16_RS34110	PF13565.6
PHG415	PF13592.6
PHG372	PF13730.6
H16_RS26995	PF13744.6
H16_RS04080	PF13744.6
H16_RS20980	PF13936.6
H16_RS20710	PF13936.6
H16_RS30360	PF13936.6
H16_RS03145	PF13936.6
H16_RS06240	PF14502.6
H16_RS21665	PF14502.6
H16_RS09890	PF01022.20
H16_RS17825	PF01022.20
H16_RS11040	PF01022.20
H16_RS23025	PF01022.20
H16_RS29380	PF01022.20
H16_RS31000	PF01022.20
H16_RS10885	PF01022.20
H16_RS00210	PF01022.20
H16_RS10910	PF01022.20
H16_RS34025	PF01022.20
H16_RS03420	PF18024.1
H16_RS24095	PF01418.17
H16_RS05845	PF01418.17
H16_RS24805	PF01418.17
H16_RS10495	PF01418.17
H16_RS02030	PF01418.17
H16_RS03145	PF02796.15
H16_RS33755	PF02796.15
H16_RS28545	PF02954.19
H16_RS24040	PF02954.19
H16_RS21415	PF02954.19
H16_RS26000	PF02954.19
H16_RS16125	PF02954.19
H16_RS02480	PF02954.19
H16_RS19440	PF02954.19
PHG019	PF02954.19
H16_RS30430	PF02954.19
H16_RS30425	PF02954.19
H16_RS00980	PF02954.19
H16_RS19695	PF02954.19
H16_RS01460	PF02954.19
H16_RS11655	PF02954.19
H16_RS09495	PF02954.19
H16_RS03420	PF02954.19
H16_RS31550	PF02954.19
H16_RS30315	PF02954.19
PHG246	PF02954.19
PHG329	PF02954.19
H16_RS03605	PF02954.19
PHG312	PF02954.19
H16_RS18445	PF02954.19
H16_RS28660	PF00165.23
H16_RS08995	PF00165.23
H16_RS24280	PF00165.23
H16_RS21095	PF00165.23
H16_RS24225	PF00165.23
H16_RS28205	PF00165.23
H16_RS09235	PF00165.23
H16_RS16845	PF00165.23
H16_RS08840	PF00165.23
H16_RS23430	PF00165.23
H16_RS28725	PF00165.23
H16_RS27745	PF00165.23
H16_RS27600	PF00165.23
H16_RS20380	PF00165.23
H16_RS20875	PF00165.23
H16_RS00340	PF00165.23
H16_RS29455	PF00165.23
H16_RS27670	PF00165.23
H16_RS31425	PF00165.23
H16_RS09530	PF00165.23
H16_RS22200	PF00165.23
H16_RS18675	PF00165.23
H16_RS08355	PF00165.23
H16_RS29985	PF00165.23
H16_RS01345	PF00165.23
H16_RS30125	PF00165.23
H16_RS23760	PF00165.23
H16_RS27390	PF00165.23
H16_RS31300	PF00165.23
H16_RS30895	PF00165.23
H16_RS20285	PF00165.23
H16_RS31260	PF00165.23
H16_RS24720	PF00165.23
H16_RS26800	PF00165.23
H16_RS17610	PF13404.6
H16_RS26605	PF13404.6
H16_RS04055	PF13404.6
H16_RS08025	PF13404.6
H16_RS14025	PF13404.6
H16_RS25535	PF13404.6
H16_RS25240	PF13404.6
H16_RS18360	PF13404.6
H16_RS24180	PF13404.6
H16_RS03400	PF13404.6
H16_RS16690	PF13404.6
H16_RS35300	PF13404.6
H16_RS35305	PF13404.6
H16_RS10040	PF13545.6
H16_RS11555	PF13545.6
PHG276	PF13545.6
H16_RS29080	PF13545.6
H16_RS26415	PF13545.6
H16_RS24965	PF13545.6
PHG262	PF13545.6
H16_RS22930	PF13545.6
H16_RS18780	PF13545.6
H16_RS25700	PF13545.6
H16_RS24490	PF13545.6
H16_RS01395	PF13545.6
H16_RS24690	PF13545.6
H16_RS09160	PF13545.6
H16_RS13725	PF13545.6
H16_RS30950	PF13545.6
H16_RS12475	PF08220.12
H16_RS28465	PF08220.12
H16_RS20345	PF08220.12
H16_RS15050	PF08220.12
H16_RS15465	PF08220.12
H16_RS01525	PF08220.12
H16_RS03400	PF08220.12
H16_RS23390	PF08220.12
H16_RS26360	PF08220.12
H16_RS25880	PF09339.10
H16_RS14695	PF09339.10
H16_RS31395	PF09339.10
H16_RS28620	PF09339.10
H16_RS23130	PF09339.10
H16_RS07335	PF09339.10
H16_RS22395	PF09339.10
H16_RS13540	PF09339.10
H16_RS06120	PF09339.10
H16_RS27945	PF09339.10
H16_RS06895	PF09339.10
H16_RS27890	PF09339.10
H16_RS22465	PF09339.10
H16_RS19565	PF09339.10
H16_RS09405	PF09339.10
H16_RS14045	PF09339.10
H16_RS20500	PF09339.10
H16_RS00695	PF09339.10
H16_RS28175	PF09339.10
H16_RS00150	PF09339.10
H16_RS23320	PF09339.10
H16_RS29760	PF09339.10
H16_RS20810	PF09339.10
H16_RS21165	PF09339.10
H16_RS06450	PF09339.10
H16_RS22475	PF09339.10
H16_RS13690	PF09339.10
H16_RS00210	PF09339.10
H16_RS27850	PF09339.10
H16_RS25150	PF09339.10
H16_RS27975	PF09339.10
H16_RS11490	PF09339.10
H16_RS20835	PF09339.10
H16_RS20560	PF09339.10
H16_RS26435	PF09339.10
H16_RS12915	PF09339.10
H16_RS19430	PF09339.10
H16_RS10775	PF09339.10
H16_RS26430	PF09339.10
H16_RS19420	PF09339.10
H16_RS21520	PF09339.10
H16_RS26335	PF09339.10
H16_RS29115	PF09339.10
H16_RS26230	PF09339.10
H16_RS16380	PF09339.10
H16_RS31465	PF09339.10
PHG235	PF09339.10
H16_RS26260	PF09339.10
H16_RS34025	PF09339.10
H16_RS11750	PF09339.10
H16_RS10910	PF09339.10
H16_RS18200	PF17762.1
H16_RS29100	PF01527.20
H16_RS08700	PF01527.20
PHG032	PF01527.20
PHG158	PF01527.20
PHG084	PF01527.20
H16_RS08965	PF01527.20
H16_RS34600	PF01527.20
PHG043	PF13542.6
PHG101	PF13542.6
H16_RS09190	PF13542.6
H16_RS15670	PF13542.6
H16_RS04380	PF13542.6
H16_RS24930	PF18291.1
H16_RS06680	PF18291.1
H16_RS05380	PF04955.12
PHG073	PF01455.18
PHG015	PF01455.18
PHG006	PF01455.18
PHG008	PF04809.13
H16_RS15035	PF05962.11
H16_RS28705	PF01638.17
H16_RS20990	PF01638.17
H16_RS27585	PF01638.17
H16_RS23715	PF01638.17
H16_RS27635	PF01638.17
H16_RS08535	PF01638.17
H16_RS08690	PF01638.17
H16_RS16720	PF01638.17
H16_RS22635	PF01638.17
H16_RS08605	PF01638.17
H16_RS08285	PF01638.17
PHG007	PF07449.11
PHG005	PF01750.18
PHG070	PF01750.18
H16_RS30870	PF01968.18
H16_RS30870	PF02538.14
H16_RS30870	PF05378.13
H16_RS09855	PF00702.26
H16_RS18315	PF00702.26
H16_RS10875	PF00702.26
H16_RS26935	PF00702.26
H16_RS23220	PF00702.26
H16_RS11600	PF00702.26
H16_RS09915	PF00702.26
H16_RS03895	PF00702.26
H16_RS25660	PF00702.26
PHG424	PF00702.26
H16_RS12835	PF00702.26
H16_RS16540	PF00702.26
H16_RS25635	PF00702.26
H16_RS10090	PF00702.26
PHG419	PF00702.26
H16_RS00840	PF00702.26
H16_RS07210	PF00702.26
H16_RS11090	PF00702.26
H16_RS02570	PF00702.26
H16_RS11650	PF08282.12
H16_RS07210	PF08282.12
H16_RS10875	PF08282.12
H16_RS10090	PF08282.12
H16_RS09855	PF08282.12
H16_RS23220	PF08282.12
H16_RS16540	PF08282.12
H16_RS18315	PF08282.12
H16_RS02105	PF08282.12
H16_RS26935	PF08282.12
H16_RS10440	PF12146.8
H16_RS18305	PF12146.8
H16_RS28450	PF12146.8
H16_RS11065	PF12146.8
H16_RS25840	PF12146.8
H16_RS25750	PF12146.8
H16_RS06515	PF12146.8
H16_RS14005	PF12146.8
H16_RS24540	PF12146.8
H16_RS10825	PF12146.8
H16_RS05680	PF12146.8
H16_RS23610	PF12146.8
H16_RS21725	PF12146.8
H16_RS18690	PF12146.8
H16_RS11135	PF12146.8
H16_RS05945	PF12146.8
H16_RS24030	PF12146.8
H16_RS00705	PF12146.8
H16_RS23250	PF12146.8
H16_RS25940	PF12146.8
H16_RS30130	PF12146.8
H16_RS24115	PF12146.8
H16_RS18100	PF12146.8
H16_RS19460	PF12146.8
H16_RS26630	PF12146.8
H16_RS22790	PF12146.8
H16_RS30395	PF12146.8
H16_RS11295	PF12146.8
H16_RS31240	PF12146.8
H16_RS27090	PF12146.8
H16_RS28555	PF12146.8
H16_RS04590	PF12146.8
H16_RS24565	PF12146.8
H16_RS07060	PF12146.8
H16_RS22370	PF12146.8
H16_RS09810	PF12146.8
H16_RS06630	PF12146.8
H16_RS27995	PF12146.8
H16_RS00515	PF12146.8
H16_RS07635	PF12146.8
H16_RS09955	PF12146.8
H16_RS01480	PF12146.8
H16_RS24530	PF12146.8
H16_RS07015	PF12146.8
H16_RS33620	PF12146.8
H16_RS00955	PF12146.8
H16_RS12835	PF13242.6
H16_RS02570	PF13242.6
H16_RS03895	PF13242.6
PHG419	PF13242.6
H16_RS25635	PF13242.6
H16_RS16540	PF13242.6
H16_RS25660	PF13242.6
PHG424	PF13242.6
H16_RS00840	PF13242.6
PHG094	PF01155.19
PHG077	PF01155.19
PHG012	PF01155.19
PHG075	PF01924.16
PHG016	PF01924.16
PHG096	PF17788.1
PHG072	PF17788.1
PHG014	PF17788.1
H16_RS11130	PF00463.21
H16_RS11055	PF00463.21
H16_RS09500	PF00463.21
H16_RS19565	PF01614.18
H16_RS23130	PF01614.18
H16_RS06120	PF01614.18
H16_RS06895	PF01614.18
H16_RS06450	PF01614.18
H16_RS13690	PF01614.18
H16_RS31395	PF01614.18
H16_RS28175	PF01614.18
H16_RS13540	PF01614.18
H16_RS07335	PF01614.18
H16_RS10775	PF01614.18
H16_RS27975	PF01614.18
H16_RS19430	PF01614.18
H16_RS22465	PF01614.18
H16_RS22395	PF01614.18
H16_RS22475	PF01614.18
H16_RS27890	PF01614.18
H16_RS20810	PF01614.18
H16_RS27945	PF01614.18
H16_RS20560	PF01614.18
H16_RS20835	PF01614.18
H16_RS21165	PF01614.18
H16_RS20500	PF01614.18
H16_RS00210	PF01614.18
H16_RS28620	PF01614.18
H16_RS14045	PF01614.18
H16_RS27850	PF01614.18
H16_RS26430	PF01614.18
H16_RS12915	PF01614.18
H16_RS11490	PF01614.18
H16_RS25150	PF01614.18
H16_RS26435	PF01614.18
H16_RS14695	PF01614.18
H16_RS00695	PF01614.18
H16_RS25880	PF01614.18
H16_RS23320	PF01614.18
H16_RS09405	PF01614.18
H16_RS29760	PF01614.18
H16_RS03285	PF06761.12
H16_RS03285	PF06744.12
H16_RS00215	PF04140.14
H16_RS09865	PF04140.14
H16_RS28385	PF03971.14
H16_RS11525	PF11987.8
H16_RS11525	PF08364.11
H16_RS11525	PF04760.15
H16_RS06655	PF00707.22
H16_RS06655	PF05198.16
H16_RS17030	PF00475.18
H16_RS16560	PF00218.21
H16_RS18805	PF17753.1
H16_RS05155	PF01450.19
H16_RS20135	PF00920.21
H16_RS14890	PF00920.21
H16_RS31505	PF00920.21
H16_RS05850	PF00920.21
H16_RS05155	PF07991.12
H16_RS03935	PF07991.12
H16_RS17960	PF07991.12
H16_RS22850	PF07991.12
H16_RS03285	PF14331.6
H16_RS30750	PF14331.6
H16_RS34635	PF15594.6
H16_RS30745	PF06812.12
H16_RS03190	PF06812.12
H16_RS10130	PF00478.25
H16_RS22515	PF00478.25
H16_RS20750	PF00478.25
H16_RS20570	PF00478.25
H16_RS27540	PF00478.25
H16_RS29665	PF00478.25
H16_RS22020	PF00478.25
H16_RS03210	PF07024.13
H16_RS18400	PF00817.20
H16_RS24070	PF00817.20
H16_RS18400	PF11799.8
H16_RS18400	PF11798.8
H16_RS28880	PF04227.12
H16_RS33650	PF05922.16
H16_RS06030	PF00459.25
PHG329	PF12835.7
H16_RS15435	PF00520.31
H16_RS15435	PF07885.16
H16_RS12060	PF07885.16
H16_RS15310	PF01715.17
H16_RS15310	PF01745.16
H16_RS30405	PF04120.12
H16_RS11715	PF04362.14
H16_RS04600	PF00857.20
H16_RS12435	PF00857.20
H16_RS22800	PF00857.20
H16_RS11070	PF00857.20
H16_RS07585	PF00857.20
H16_RS25745	PF00857.20
H16_RS07670	PF00857.20
H16_RS28455	PF00857.20
H16_RS20465	PF00857.20
H16_RS25835	PF00857.20
H16_RS08420	PF00857.20
H16_RS28330	PF00857.20
H16_RS03060	PF00857.20
H16_RS21845	PF00857.20
H16_RS28335	PF00857.20
H16_RS13040	PF00180.20
H16_RS15235	PF00180.20
H16_RS23835	PF00180.20
H16_RS02355	PF00180.20
H16_RS10665	PF00180.20
H16_RS07530	PF04279.15
H16_RS07230	PF01128.19
H16_RS01280	PF01128.19
H16_RS12605	PF01695.17
H16_RS00005	PF01695.17
H16_RS25610	PF01695.17
H16_RS11240	PF01695.17
PHG122	PF04183.12
PHG124	PF04183.12
H16_RS20330	PF03812.13
H16_RS01125	PF11004.8
H16_RS23225	PF03814.15
H16_RS23215	PF02669.15
H16_RS12945	PF02702.17
H16_RS23210	PF02702.17
H16_RS12775	PF00109.26
H16_RS27050	PF00109.26
H16_RS04165	PF00109.26
H16_RS22040	PF00109.26
H16_RS28245	PF00109.26
H16_RS06405	PF00109.26
H16_RS07140	PF00109.26
H16_RS02280	PF00109.26
H16_RS07175	PF00109.26
H16_RS25550	PF00109.26
H16_RS04335	PF00109.26
H16_RS09410	PF00109.26
H16_RS22525	PF00109.26
H16_RS19730	PF00109.26
H16_RS08540	PF00109.26
H16_RS27580	PF00109.26
H16_RS22070	PF00109.26
H16_RS27055	PF13723.6
H16_RS12775	PF02801.22
H16_RS27050	PF02801.22
H16_RS28245	PF02801.22
H16_RS25050	PF11740.8
PHG105	PF11740.8
H16_RS09135	PF11740.8
H16_RS05195	PF00013.29
H16_RS17350	PF07650.17
H16_RS12720	PF07650.17
H16_RS11530	PF13184.6
H16_RS11795	PF14714.6
H16_RS10175	PF03618.14
H16_RS17470	PF00467.29
H16_RS17325	PF00467.29
H16_RS10865	PF08659.10
H16_RS09985	PF08659.10
H16_RS10765	PF08659.10
H16_RS15790	PF08659.10
H16_RS07145	PF08659.10
H16_RS06290	PF08659.10
H16_RS25395	PF08659.10
H16_RS20715	PF08659.10
H16_RS22045	PF08659.10
H16_RS22165	PF08659.10
H16_RS12290	PF08659.10
H16_RS28200	PF08659.10
H16_RS31215	PF08659.10
H16_RS20555	PF08659.10
H16_RS19035	PF08659.10
H16_RS12785	PF08659.10
H16_RS24460	PF08659.10
H16_RS06580	PF08659.10
H16_RS06390	PF08659.10
H16_RS22385	PF08659.10
H16_RS07605	PF08659.10
H16_RS20670	PF08659.10
H16_RS27200	PF08659.10
H16_RS24955	PF08659.10
H16_RS21720	PF08659.10
H16_RS28250	PF08659.10
H16_RS18685	PF08659.10
H16_RS03680	PF08659.10
H16_RS21730	PF08659.10
H16_RS27675	PF08659.10
H16_RS19230	PF08659.10
H16_RS27560	PF08659.10
H16_RS09060	PF08659.10
H16_RS20830	PF08659.10
H16_RS21970	PF08659.10
H16_RS27385	PF08659.10
H16_RS22400	PF08659.10
H16_RS00140	PF08659.10
H16_RS09415	PF08659.10
H16_RS21880	PF08659.10
H16_RS07400	PF08659.10
H16_RS28615	PF08659.10
H16_RS12355	PF08659.10
H16_RS22060	PF08659.10
H16_RS30380	PF08659.10
H16_RS21975	PF08659.10
H16_RS06625	PF08659.10
H16_RS21985	PF08659.10
H16_RS07630	PF08659.10
H16_RS21900	PF08659.10
H16_RS30440	PF08659.10
H16_RS28280	PF08659.10
H16_RS25435	PF08659.10
H16_RS02975	PF08659.10
H16_RS27715	PF08659.10
H16_RS01260	PF08659.10
H16_RS27655	PF08659.10
H16_RS27895	PF08659.10
H16_RS00780	PF08659.10
H16_RS17395	PF08659.10
H16_RS17920	PF08659.10
H16_RS24135	PF08659.10
H16_RS19735	PF08659.10
H16_RS31145	PF08659.10
H16_RS25230	PF08659.10
H16_RS26255	PF08659.10
H16_RS20270	PF08659.10
H16_RS27750	PF08659.10
H16_RS04345	PF08659.10
H16_RS20685	PF08659.10
H16_RS04625	PF08659.10
H16_RS25915	PF08659.10
H16_RS05800	PF08659.10
H16_RS21940	PF08659.10
H16_RS07735	PF08659.10
H16_RS04210	PF08659.10
H16_RS21960	PF08659.10
H16_RS14500	PF08659.10
H16_RS09770	PF08659.10
H16_RS28695	PF08659.10
H16_RS30460	PF02735.16
H16_RS27120	PF13434.6
H16_RS10525	PF13434.6
H16_RS07880	PF13434.6
H16_RS21035	PF13434.6
H16_RS09725	PF13434.6
H16_RS18680	PF13434.6
H16_RS27455	PF13434.6
H16_RS05685	PF13434.6
H16_RS25810	PF13434.6
H16_RS12905	PF13434.6
H16_RS24220	PF13434.6
H16_RS07045	PF02705.16
PHG116	PF02705.16
H16_RS23635	PF02705.16
H16_RS23055	PF00356.21
H16_RS27755	PF00356.21
H16_RS26710	PF00356.21
H16_RS08440	PF00356.21
H16_RS03120	PF00356.21
